time,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity,location
08/04/2020 09:20,2,7,3,4,5,5,18
08/04/2020 11:05,3,7,4,4,4,4,18
08/04/2020 08:45,3,8,4,4,5,3,18
08/04/2020 13:45,3,6,4,4,5,5,18
08/04/2020 08:40,3,6,4,4,5,4,18
08/04/2020 09:30,4,7,4,4,5,5,18
08/04/2020 09:05,5,7,4,4,5,3,18
08/04/2020 09:45,4,7,4,4,5,5,18
08/04/2020 08:40,4,8,3,4,5,3,18
08/04/2020 09:15,3,8,4,4,6,4,18
08/04/2020 09:40,2,7,4,4,5,6,18
08/04/2020 09:40,3,8,4,4,5,4,18
08/04/2020 08:50,3,8,3,4,6,4,18
08/04/2020 10:35,3,6,4,4,5,3,18
08/04/2020 09:30,4,6,4,4,5,4,18
08/04/2020 15:00,3,8,4,4,6,5,18
08/04/2020 10:35,4,5,5,4,6,4,18
08/04/2020 09:45,3,8,4,4,6,4,18
08/04/2020 10:20,4,7,3,4,5,4,18
08/04/2020 09:15,3,7,4,4,5,4,18
08/04/2020 10:45,3,7,4,4,4,3,18
08/04/2020 08:55,2,8,3,4,5,4,18
08/04/2020 08:45,3,7,4,4,5,5,18
08/04/2020 08:50,4,7,4,4,6,4,18
08/04/2020 10:40,3,7,5,4,5,4,18
08/04/2020 09:25,4,7,4,4,4,4,18
08/04/2020 09:00,3,7,4,4,5,4,18
08/04/2020 09:55,3,7,4,4,5,4,18
08/04/2020 09:15,3,7,4,4,6,4,18
08/04/2020 08:40,3,7,4,4,5,3,18
08/04/2020 10:20,3,7,4,4,4,4,18
08/04/2020 09:05,2,8,4,4,5,4,18
08/04/2020 09:20,3,7,3,4,6,5,18
08/04/2020 12:25,4,8,4,4,4,5,18
08/04/2020 10:10,4,8,4,4,4,5,18
08/04/2020 09:05,3,7,3,4,4,4,18
08/04/2020 09:50,3,7,3,4,6,4,18
08/04/2020 11:15,2,7,4,4,6,4,18
08/04/2020 08:55,3,8,3,4,6,4,18
08/04/2020 10:25,2,7,4,4,5,4,18
08/04/2020 09:15,2,6,3,4,5,4,18
08/04/2020 10:00,2,6,4,4,4,5,18
08/04/2020 11:05,3,8,5,4,5,4,18
08/04/2020 08:40,3,7,4,4,6,4,18
08/04/2020 09:40,4,7,5,4,5,5,18
08/04/2020 09:35,2,7,5,4,4,3,18
08/04/2020 11:55,3,7,4,4,5,4,18
08/04/2020 09:00,2,6,3,4,4,2,18
08/04/2020 11:55,3,8,5,4,7,4,18
08/04/2020 08:40,3,7,5,4,6,5,18
08/04/2020 08:40,2,7,5,4,5,4,18
08/04/2020 09:25,4,7,3,4,5,4,18
08/04/2020 13:05,3,8,2,4,4,5,18
08/04/2020 09:10,2,7,4,4,6,3,18
08/04/2020 08:40,3,8,4,4,6,5,18
08/04/2020 08:50,2,6,4,4,5,4,18
08/04/2020 09:10,3,7,4,4,5,4,18
08/04/2020 08:50,2,8,4,4,5,3,18
08/04/2020 09:00,3,6,4,4,5,3,18
08/04/2020 12:40,3,8,5,4,5,4,18
08/04/2020 09:55,3,6,4,4,6,5,18
08/04/2020 08:55,3,7,2,4,6,3,18
08/04/2020 09:35,2,6,3,4,4,5,18
08/04/2020 09:40,4,7,4,4,6,4,18
08/04/2020 09:50,3,7,5,4,5,3,18
08/04/2020 09:45,3,6,5,4,5,5,18
08/04/2020 10:25,3,7,4,4,5,3,18
08/04/2020 10:20,3,7,4,4,6,4,18
08/04/2020 10:15,3,6,2,4,5,4,18
08/04/2020 10:05,4,8,4,4,5,5,18
08/04/2020 09:25,2,7,3,4,4,4,18
08/04/2020 10:10,4,8,3,4,5,5,18
08/04/2020 09:45,2,7,3,4,5,4,18
08/04/2020 10:55,4,8,4,4,6,4,18
08/04/2020 08:55,2,7,3,4,6,4,18
08/04/2020 09:50,3,7,3,4,5,4,18
08/04/2020 10:50,3,8,3,4,4,4,18
08/04/2020 08:50,2,7,5,4,5,4,18
08/04/2020 08:45,3,6,4,4,5,3,18
08/04/2020 09:35,3,8,4,4,5,4,18
08/04/2020 11:40,2,7,5,4,4,4,18
08/04/2020 09:15,2,7,3,4,5,6,18
08/04/2020 13:10,2,7,3,4,5,4,18
08/04/2020 13:00,3,7,5,4,6,4,18
08/04/2020 15:55,3,6,3,4,5,5,18
08/04/2020 09:05,6,7,5,4,4,4,18
08/04/2020 08:45,2,7,4,4,4,4,18
08/04/2020 09:05,2,8,5,4,5,4,18
08/04/2020 09:10,2,7,5,4,3,4,18
08/04/2020 10:30,3,8,3,4,4,4,18
08/04/2020 10:55,4,7,4,4,5,5,18
08/04/2020 10:15,3,6,5,4,6,4,18
08/04/2020 09:00,3,7,5,4,5,5,18
08/04/2020 10:25,3,8,5,4,5,3,18
08/04/2020 09:15,4,6,5,4,5,3,18
08/04/2020 11:20,4,6,5,4,5,4,18
08/04/2020 10:40,3,8,3,4,4,4,18
08/04/2020 09:55,3,7,4,4,4,4,18
08/04/2020 09:05,4,7,4,4,5,3,18
08/04/2020 08:40,2,8,5,4,5,4,18
08/04/2020 09:50,2,7,4,4,5,4,18
08/04/2020 09:45,4,7,3,4,4,5,18
08/04/2020 09:10,2,6,4,4,5,4,18
08/04/2020 10:00,2,6,4,4,5,4,18
08/04/2020 09:05,2,6,5,4,4,5,18
08/04/2020 10:05,4,7,3,4,5,2,18
08/04/2020 09:45,3,5,4,4,5,3,18
08/04/2020 08:50,4,7,1,4,4,4,18
08/04/2020 12:25,3,6,4,4,5,4,18
08/04/2020 08:40,2,6,6,4,6,4,18
08/04/2020 11:20,3,8,4,4,5,3,18
08/04/2020 10:25,3,7,4,4,4,4,18
08/04/2020 09:35,3,6,2,4,4,5,18
08/04/2020 08:50,2,7,3,4,4,5,18
08/04/2020 09:45,3,7,5,4,5,4,18
08/04/2020 12:15,3,7,4,4,4,5,18
08/04/2020 09:30,3,7,5,4,6,3,18
08/04/2020 11:15,4,7,3,4,5,5,18
08/04/2020 09:15,3,7,5,4,5,4,18
08/04/2020 08:45,3,6,4,4,5,4,18
08/04/2020 10:50,3,7,5,4,4,4,18
08/04/2020 09:35,3,7,4,4,4,4,18
08/04/2020 11:45,3,7,5,4,5,3,18
08/04/2020 10:25,2,7,4,4,5,4,18
08/04/2020 14:40,4,7,4,4,5,4,18
08/04/2020 08:45,3,7,4,4,6,4,18
08/04/2020 08:40,3,7,5,4,5,5,18
08/04/2020 09:40,2,8,4,4,5,4,18
08/04/2020 08:45,5,8,5,4,7,5,18
08/04/2020 08:55,2,7,4,4,6,4,18
08/04/2020 13:25,4,8,3,4,6,5,18
08/04/2020 10:10,4,6,4,4,7,5,18
08/04/2020 10:45,2,9,3,4,4,3,18
08/04/2020 10:00,4,8,4,4,5,4,18
08/04/2020 08:45,3,9,4,4,5,5,18
08/04/2020 13:15,2,7,3,4,6,3,18
08/04/2020 09:05,4,7,4,4,4,4,18
08/04/2020 09:45,2,7,5,4,4,3,18
08/04/2020 09:20,4,9,4,4,4,4,18
08/04/2020 11:35,2,7,4,4,6,4,18
08/04/2020 08:50,3,7,4,4,6,4,18
08/04/2020 08:40,3,7,3,4,6,3,18
08/04/2020 09:05,3,6,6,4,6,4,18
08/04/2020 12:55,2,7,4,4,5,5,18
08/04/2020 10:15,3,7,4,4,6,5,18
08/04/2020 08:45,4,5,4,4,4,4,18
08/04/2020 09:20,3,7,3,4,4,4,18
08/04/2020 09:20,3,6,3,4,5,4,18
08/04/2020 09:05,2,7,5,4,4,4,18
08/04/2020 09:05,3,6,4,4,5,4,18
08/04/2020 12:20,3,7,4,4,5,5,18
08/04/2020 10:30,2,7,3,4,4,4,18
08/04/2020 09:00,3,7,4,4,6,5,18
08/04/2020 08:45,3,6,4,4,5,4,18
08/04/2020 13:50,3,7,4,4,4,3,18
08/04/2020 08:50,3,8,4,4,5,5,18
08/04/2020 10:10,3,7,4,4,6,5,18
08/04/2020 09:10,3,7,4,4,6,4,18
08/04/2020 11:55,4,7,4,4,6,5,18
08/04/2020 08:40,2,7,5,4,5,4,18
08/04/2020 10:45,3,7,4,4,6,5,18
08/04/2020 09:20,3,6,3,4,6,3,18
08/04/2020 09:50,4,7,3,4,6,5,18
08/04/2020 09:25,3,8,4,4,5,3,18
08/04/2020 09:50,2,7,4,4,4,4,18
08/04/2020 13:05,4,7,3,4,7,4,18
08/04/2020 09:10,4,8,4,4,4,5,18
08/04/2020 09:50,3,7,3,4,5,3,18
08/04/2020 11:00,3,6,4,4,4,4,18
08/04/2020 08:35,3,8,2,4,4,4,18
08/04/2020 08:55,3,8,3,4,5,4,18
08/04/2020 09:15,2,6,3,4,4,4,18
08/04/2020 10:55,2,7,3,4,5,4,18
08/04/2020 12:55,3,6,3,4,3,3,18
08/04/2020 11:15,5,7,5,4,4,4,18
08/04/2020 12:30,2,7,4,4,6,5,18
08/04/2020 09:00,3,7,3,4,6,5,18
08/04/2020 14:35,3,7,3,4,5,4,18
08/04/2020 09:20,3,6,4,4,5,4,18
08/04/2020 09:20,2,7,4,4,6,4,18
08/04/2020 10:15,1,7,5,4,5,4,18
08/04/2020 08:45,2,6,4,4,5,4,18
08/04/2020 09:55,5,8,5,4,5,4,18
08/04/2020 09:25,3,7,4,4,6,3,18
08/04/2020 08:45,3,7,6,4,5,3,18
08/04/2020 08:45,3,7,4,4,5,3,18
08/04/2020 09:20,2,6,5,4,5,6,18
08/04/2020 09:45,2,7,4,4,5,4,18
08/04/2020 09:25,3,8,4,4,5,4,18
08/04/2020 09:15,3,7,4,4,4,3,18
08/04/2020 09:20,3,7,4,4,4,3,18
08/04/2020 09:45,2,7,4,4,6,4,18
08/04/2020 09:45,2,7,4,4,5,3,18
08/04/2020 09:20,3,7,4,4,5,3,18
08/04/2020 12:30,2,8,3,4,5,4,18
08/04/2020 08:40,4,6,3,4,5,3,18
08/04/2020 13:00,3,7,4,4,6,5,18
08/04/2020 09:25,4,7,4,4,5,4,18
08/04/2020 10:45,3,7,5,4,5,3,18
08/04/2020 10:30,3,7,5,4,5,5,18
08/04/2020 09:05,2,8,4,4,6,5,18
08/04/2020 09:45,3,8,4,4,4,4,18
08/04/2020 09:00,4,7,4,4,5,4,18
08/04/2020 09:45,4,7,4,4,4,3,18
08/04/2020 10:20,4,7,5,10,5,5,18
08/04/2020 11:00,3,7,4,4,5,5,18
08/04/2020 08:40,3,8,5,4,5,4,18
08/04/2020 09:05,4,7,4,4,5,3,18
08/04/2020 09:25,3,6,4,4,5,4,18
08/04/2020 08:45,4,7,3,4,4,4,18
08/04/2020 09:10,2,7,4,4,4,5,18
08/04/2020 11:05,3,7,3,4,5,4,18
08/04/2020 09:25,3,8,4,4,5,3,18
08/04/2020 09:05,2,8,4,4,5,4,18
08/04/2020 09:05,3,7,5,4,7,4,18
08/04/2020 09:45,2,7,4,4,5,4,18
08/04/2020 08:40,3,8,5,4,5,5,18
08/04/2020 10:20,3,7,4,4,5,4,18
08/04/2020 10:10,3,6,4,4,4,6,18
08/04/2020 10:15,3,8,3,4,6,4,18
08/04/2020 13:30,4,7,4,4,5,4,18
08/04/2020 09:10,3,7,4,4,5,3,18
08/04/2020 09:00,2,8,4,4,4,5,18
08/04/2020 09:50,4,8,4,4,5,4,18
08/04/2020 10:25,3,7,4,4,5,5,18
08/04/2020 10:30,2,8,5,4,5,5,18
08/04/2020 12:40,3,8,5,4,4,4,18
08/04/2020 09:15,2,7,4,4,5,4,18
08/04/2020 10:00,3,8,5,4,5,5,18
08/04/2020 08:40,4,8,4,4,6,4,18
08/04/2020 09:15,2,6,4,4,6,5,18
08/04/2020 09:45,4,7,4,4,5,3,18
08/04/2020 09:30,4,8,5,4,6,4,18
08/04/2020 09:25,3,6,3,4,4,4,18
08/04/2020 11:25,2,8,4,4,4,3,18
08/04/2020 09:40,2,8,4,4,6,4,18
08/04/2020 11:05,3,6,5,4,5,4,18
08/04/2020 09:55,3,7,4,4,6,3,18
08/04/2020 10:35,3,7,4,4,5,5,18
08/04/2020 09:10,4,8,5,4,5,4,18
08/04/2020 09:45,3,7,4,4,5,4,18
08/04/2020 11:15,3,8,5,4,5,5,18
08/04/2020 09:00,2,7,4,4,5,4,18
08/04/2020 09:00,3,5,4,4,5,4,18
08/04/2020 11:05,3,7,5,4,4,5,18
08/04/2020 08:55,3,8,4,4,5,4,18
08/04/2020 08:35,4,7,4,4,6,4,18
08/04/2020 09:20,3,9,4,4,6,4,18
08/04/2020 08:40,3,7,4,4,5,4,18
08/04/2020 10:05,3,7,3,4,5,4,18
08/04/2020 10:20,2,6,3,4,5,4,18
08/04/2020 09:30,4,8,3,4,5,3,18
08/04/2020 11:25,2,6,5,4,6,4,18
08/04/2020 08:55,2,8,4,4,5,4,18
08/04/2020 09:40,3,7,4,4,4,3,18
08/04/2020 10:15,3,7,3,4,4,4,18
08/04/2020 10:20,3,6,6,4,6,3,18
08/04/2020 11:55,3,7,3,4,5,5,18
08/04/2020 11:00,3,7,4,4,4,4,18
08/04/2020 14:00,4,6,4,4,6,3,18
08/04/2020 09:50,3,7,5,4,6,5,18
08/04/2020 09:05,3,8,5,4,6,5,18
08/04/2020 09:35,3,8,4,4,6,3,18
08/04/2020 08:40,4,6,5,4,5,3,18
08/04/2020 10:10,3,9,5,4,6,4,18
08/04/2020 08:45,3,6,4,4,6,4,18
08/04/2020 09:35,3,8,3,4,6,3,18
08/04/2020 09:55,3,7,4,4,5,4,18
08/04/2020 15:15,3,7,3,4,5,4,18
08/04/2020 10:05,3,8,4,4,4,4,18
08/04/2020 09:55,4,6,4,4,5,4,18
08/04/2020 08:50,3,7,4,4,4,5,18
08/04/2020 10:40,2,8,4,4,6,4,18
08/04/2020 10:35,3,6,4,4,5,4,18
08/04/2020 12:00,4,7,5,4,5,3,18
08/04/2020 10:10,4,7,4,4,6,4,18
08/04/2020 08:35,3,7,4,4,5,4,18
08/04/2020 09:05,3,7,5,4,7,3,18
08/04/2020 09:50,4,7,5,4,6,5,18
08/04/2020 09:30,2,7,3,4,6,3,18
08/04/2020 09:10,3,7,5,4,5,3,18
08/04/2020 09:45,4,7,3,4,5,4,18
08/04/2020 09:10,4,6,4,4,6,4,18
08/04/2020 10:10,4,7,2,4,5,4,18
08/04/2020 13:20,3,7,4,4,6,4,18
08/04/2020 09:15,3,7,4,4,3,3,18
08/04/2020 09:20,3,7,4,4,7,3,18
08/04/2020 10:45,3,8,4,4,4,4,18
08/04/2020 08:55,4,7,4,4,4,5,18
08/04/2020 09:20,3,7,3,4,6,6,18
08/04/2020 09:30,4,7,4,4,4,4,18
08/04/2020 08:45,2,7,5,4,6,5,18
08/04/2020 09:20,4,8,4,4,4,5,18
08/04/2020 10:55,2,7,5,4,6,3,18
08/04/2020 15:25,3,7,4,4,4,3,18
08/04/2020 09:45,2,8,5,4,5,4,18
08/04/2020 12:55,3,8,3,4,5,4,18
08/04/2020 10:25,3,7,3,4,5,4,18
08/04/2020 10:45,2,6,4,4,5,3,18
08/04/2020 09:05,2,8,5,4,6,4,18
08/04/2020 13:50,3,7,5,4,4,3,18
08/04/2020 09:55,2,6,4,4,5,4,18
08/04/2020 11:10,2,6,4,4,5,4,18
08/04/2020 08:55,3,6,4,4,5,4,18
08/04/2020 15:20,4,6,4,4,4,4,18
08/04/2020 08:35,2,7,3,4,5,3,18
08/04/2020 08:50,4,6,4,4,5,5,18
08/04/2020 10:25,2,8,3,4,5,4,18
08/04/2020 16:10,3,8,6,4,4,5,18
08/04/2020 10:20,4,7,4,4,5,4,18
08/04/2020 12:20,3,8,3,4,5,4,18
08/04/2020 09:05,2,7,3,4,4,4,18
08/04/2020 09:45,4,8,4,4,6,4,18
08/04/2020 11:00,3,8,4,4,4,3,18
08/04/2020 08:55,3,7,3,4,6,4,18
08/04/2020 09:05,3,7,2,4,5,4,18
08/04/2020 11:40,3,8,3,4,4,4,18
08/04/2020 10:50,4,7,4,4,5,4,18
08/04/2020 09:35,3,7,4,4,5,4,18
08/04/2020 10:00,3,7,5,4,4,4,18
08/04/2020 12:40,3,6,3,4,5,4,18
08/04/2020 08:50,3,8,4,4,6,4,18
08/04/2020 09:50,3,6,4,4,5,4,18
08/04/2020 10:50,3,7,4,4,5,5,18
08/04/2020 08:50,2,8,3,4,5,4,18
08/04/2020 09:25,4,7,2,4,5,4,18
08/04/2020 09:20,3,8,5,4,5,4,18
08/04/2020 09:35,3,7,2,4,4,4,18
08/04/2020 09:15,3,7,4,4,5,4,18
08/04/2020 10:30,3,7,4,4,4,5,18
08/04/2020 09:45,3,7,5,4,5,4,18
08/04/2020 10:35,3,7,4,4,6,4,18
08/04/2020 10:45,3,8,5,4,5,5,18
08/04/2020 09:10,3,6,4,4,6,4,18
08/04/2020 09:20,3,7,5,4,4,3,18
08/04/2020 10:10,2,7,5,4,4,3,18
08/04/2020 09:45,3,6,4,4,5,4,18
08/04/2020 09:45,3,6,4,4,5,4,18
08/04/2020 10:55,3,8,4,4,6,4,18
08/04/2020 09:50,3,7,4,4,5,3,18
08/04/2020 09:25,3,8,4,4,6,6,18
08/04/2020 08:55,3,7,4,4,5,4,18
08/04/2020 10:20,3,8,3,4,5,4,18
08/04/2020 08:40,2,8,5,4,4,4,18
08/04/2020 10:05,4,8,4,4,3,5,18
08/04/2020 10:20,2,6,5,4,7,3,18
08/04/2020 08:55,3,7,4,4,5,5,18
08/04/2020 09:15,3,8,3,4,6,4,18
08/04/2020 08:50,3,8,3,4,5,3,18
08/04/2020 09:05,3,7,4,4,5,4,18
08/04/2020 08:45,4,8,5,4,6,3,18
08/04/2020 09:25,3,7,3,4,4,4,18
08/04/2020 10:00,4,8,4,4,5,4,18
08/04/2020 08:45,3,7,5,4,5,5,18
08/04/2020 08:45,4,7,4,4,6,5,18
08/04/2020 09:20,4,9,5,4,5,4,18
08/04/2020 08:50,2,7,3,4,6,5,18
08/04/2020 09:10,3,6,4,4,4,2,18
08/04/2020 10:20,4,6,4,4,6,4,18
08/04/2020 08:50,3,8,4,4,5,5,18
08/04/2020 08:45,3,8,3,1,5,5,18
08/04/2020 08:55,3,8,4,4,6,3,18
08/04/2020 09:10,3,9,4,4,6,4,18
08/04/2020 10:55,4,8,4,4,4,3,18
08/04/2020 09:15,3,7,3,4,5,5,18
08/04/2020 09:15,3,6,4,4,6,4,18
08/04/2020 10:20,3,6,4,4,4,3,18
08/04/2020 08:45,2,7,4,4,5,3,18
08/04/2020 10:25,3,6,4,4,5,5,18
08/04/2020 11:25,3,8,4,4,6,4,18
08/04/2020 09:15,4,7,4,4,5,4,18
08/04/2020 09:20,3,6,5,4,5,5,18
08/04/2020 09:20,4,7,4,4,4,4,18
08/04/2020 09:00,3,8,5,4,4,3,18
08/04/2020 11:55,3,6,4,4,5,5,18
08/04/2020 08:45,3,7,3,4,6,3,18
08/04/2020 10:10,2,8,3,4,5,5,18
08/04/2020 08:40,3,6,3,4,5,3,18
08/04/2020 08:45,4,7,4,4,5,3,18
08/04/2020 09:10,5,7,4,4,6,4,18
08/04/2020 09:00,3,8,4,4,6,4,18
08/04/2020 10:20,4,6,4,4,5,4,18
08/04/2020 08:40,4,6,3,4,6,4,18
08/04/2020 09:20,4,7,4,4,5,4,18
08/04/2020 09:55,4,6,4,4,4,4,18
08/04/2020 09:40,3,7,4,4,5,5,18
08/04/2020 10:35,2,6,4,4,5,3,18
08/04/2020 09:05,4,7,3,4,6,3,18
08/04/2020 09:00,3,7,5,4,7,4,18
08/04/2020 09:40,3,6,3,4,6,3,18
08/04/2020 11:05,4,8,4,4,5,5,18
08/04/2020 09:25,3,7,4,4,6,4,18
08/04/2020 08:45,4,7,5,4,6,3,18
08/04/2020 09:50,3,8,5,4,6,5,18
08/04/2020 10:45,4,6,4,4,4,2,18
08/04/2020 09:05,4,7,5,4,5,3,18
08/04/2020 09:10,2,6,3,4,6,5,18
08/04/2020 10:30,3,7,4,4,6,3,18
08/04/2020 08:55,3,8,4,4,5,4,18
08/04/2020 11:40,3,8,4,4,6,4,18
08/04/2020 09:35,3,7,4,4,4,5,18
08/04/2020 08:45,3,6,3,4,5,3,18
08/04/2020 09:40,3,8,5,4,5,4,18
08/04/2020 09:25,3,7,4,4,5,4,18
08/04/2020 08:50,2,7,4,4,6,5,18
08/04/2020 08:50,3,7,3,4,6,4,18
08/04/2020 08:55,3,7,4,5,6,3,18
08/04/2020 08:45,4,8,4,4,4,3,18
08/04/2020 08:50,3,6,3,4,5,4,18
08/04/2020 09:10,3,8,5,4,5,3,18
08/04/2020 08:50,2,6,3,4,5,4,18
08/04/2020 13:00,2,7,4,4,5,4,18
08/04/2020 09:35,3,7,3,4,4,5,18
08/04/2020 10:05,2,7,6,4,5,4,18
08/04/2020 09:30,4,8,5,4,4,5,18
08/04/2020 10:20,2,8,4,4,6,4,18
08/04/2020 09:05,1,6,3,4,6,4,18
08/04/2020 12:45,3,7,4,4,6,3,18
08/04/2020 12:50,3,7,4,4,4,4,18
08/04/2020 09:15,3,8,4,4,6,4,18
08/04/2020 13:00,3,7,4,4,4,3,18
08/04/2020 09:15,3,8,3,4,6,5,18
08/04/2020 08:55,4,6,4,4,5,5,18
08/04/2020 09:15,2,5,4,4,5,4,18
08/04/2020 13:30,3,7,4,4,6,4,18
08/04/2020 12:15,2,7,4,4,6,4,18
08/04/2020 11:10,3,7,4,4,4,3,18
08/04/2020 08:55,3,8,5,4,5,4,18
08/04/2020 13:00,3,8,5,4,6,3,18
08/04/2020 10:35,4,6,4,4,6,4,18
08/04/2020 11:40,3,6,5,4,5,4,18
08/04/2020 10:35,3,6,5,4,5,4,18
08/04/2020 08:55,4,7,4,4,6,5,18
08/04/2020 12:05,4,8,4,4,6,4,18
08/04/2020 09:15,4,8,3,4,4,4,18
08/04/2020 09:45,3,7,4,4,6,3,18
08/04/2020 10:20,4,8,4,4,5,5,18
08/04/2020 09:30,2,8,4,4,5,3,18
08/04/2020 12:30,4,7,4,4,5,4,18
08/04/2020 10:05,5,8,3,4,6,4,18
08/04/2020 08:55,3,7,4,2,6,4,18
08/04/2020 09:10,2,6,3,4,4,5,18
08/04/2020 08:55,2,7,4,4,5,4,18
08/04/2020 10:05,4,7,5,4,5,4,18
08/04/2020 08:35,4,6,3,4,4,3,18
08/04/2020 08:45,4,7,4,4,4,6,18
08/04/2020 10:55,3,7,4,4,6,4,18
08/04/2020 12:35,3,8,5,4,4,4,18
08/04/2020 10:00,4,7,4,4,5,4,18
08/04/2020 10:15,2,7,3,4,6,4,18
08/04/2020 10:10,3,7,5,4,5,3,18
08/04/2020 08:50,2,7,4,4,6,3,18
08/04/2020 11:05,3,7,5,4,5,4,18
08/04/2020 09:20,2,9,4,4,5,4,18
08/04/2020 08:55,2,7,5,4,5,5,18
08/04/2020 11:25,4,8,5,4,6,3,18
08/04/2020 09:10,3,7,4,4,4,4,18
08/04/2020 10:35,3,7,5,4,6,4,18
08/04/2020 10:40,4,7,4,4,6,4,18
08/04/2020 10:50,4,7,4,4,4,4,18
08/04/2020 09:10,2,7,3,4,5,5,18
08/04/2020 09:15,3,7,3,4,5,3,18
08/04/2020 09:50,3,6,4,4,5,5,18
08/04/2020 08:40,4,10,5,4,5,4,18
08/04/2020 08:45,4,7,3,4,4,5,18
08/04/2020 09:20,2,6,3,4,4,4,18
08/04/2020 11:00,3,6,3,4,6,6,18
08/04/2020 11:10,3,7,3,4,4,4,18
08/04/2020 09:15,3,6,4,4,4,3,18
08/04/2020 09:05,3,7,4,4,4,4,18
08/04/2020 09:10,3,7,4,4,4,5,18
08/04/2020 08:40,4,7,6,4,4,4,18
08/04/2020 11:55,4,6,4,4,4,3,18
08/04/2020 08:50,2,7,5,4,5,4,18
08/04/2020 09:30,3,8,5,4,6,5,18
08/04/2020 09:25,3,7,4,4,5,4,18
08/04/2020 08:50,3,6,3,4,6,3,18
08/04/2020 09:00,4,6,5,4,6,3,18
08/04/2020 09:10,4,7,3,4,4,4,18
08/04/2020 09:15,2,7,4,4,5,5,18
08/04/2020 09:40,3,8,3,2,4,5,18
08/04/2020 11:25,4,8,4,4,5,5,18
08/04/2020 11:25,3,6,5,4,6,3,18
08/04/2020 09:05,4,7,4,4,5,4,18
08/04/2020 10:15,3,7,4,4,4,4,18
08/04/2020 09:10,2,8,4,4,5,3,18
08/04/2020 09:55,4,6,4,4,5,4,18
08/04/2020 11:40,3,8,4,4,6,6,18
08/04/2020 15:10,4,7,5,4,4,4,18
08/04/2020 08:50,3,7,5,4,5,4,18
08/04/2020 12:15,3,8,3,4,5,3,18
08/04/2020 15:00,2,7,3,4,6,3,18
08/04/2020 15:05,3,6,5,4,4,4,18
08/04/2020 12:25,2,7,3,4,5,4,18
08/04/2020 08:50,2,6,4,4,5,3,18
08/04/2020 13:35,4,7,4,4,6,2,18
08/04/2020 09:05,2,7,4,4,6,4,18
08/04/2020 09:10,4,7,4,4,6,4,18
08/04/2020 09:50,3,7,4,4,6,4,18
08/04/2020 12:30,2,8,4,4,5,4,18
08/04/2020 12:25,1,7,5,4,4,5,18
08/04/2020 08:55,4,6,4,4,5,4,18
08/04/2020 09:35,3,7,4,4,5,3,18
08/04/2020 08:35,2,8,5,4,4,5,18
08/04/2020 09:00,3,7,5,4,4,4,18
08/04/2020 09:00,4,8,4,4,5,5,18
08/04/2020 10:25,4,7,4,4,4,4,18
08/04/2020 09:40,4,6,3,4,6,3,18
08/04/2020 10:30,4,8,3,4,5,4,18
08/04/2020 09:40,4,7,3,4,5,4,18
08/04/2020 12:10,2,7,4,4,6,4,18
08/04/2020 11:35,4,8,3,4,6,4,18
08/04/2020 09:40,3,7,3,4,5,3,18
08/04/2020 11:15,3,9,4,4,4,3,18
08/04/2020 09:55,3,7,4,4,5,5,18
08/04/2020 09:50,4,7,5,4,6,4,18
08/04/2020 10:40,2,7,4,4,7,4,18
08/04/2020 11:30,4,7,5,4,5,4,18
08/04/2020 09:15,3,8,3,4,5,4,18
08/04/2020 08:45,3,8,3,4,6,4,18
08/04/2020 10:45,3,8,4,4,4,4,18
08/04/2020 12:10,4,6,4,4,5,5,18
08/04/2020 09:25,3,8,4,4,5,5,18
08/04/2020 09:05,2,7,5,4,5,4,18
08/04/2020 11:25,2,7,4,4,5,4,18
08/04/2020 15:00,3,7,4,8,5,3,18
08/04/2020 12:35,3,7,4,4,5,3,18
08/04/2020 09:55,2,7,4,4,5,3,18
08/04/2020 10:20,3,8,3,4,6,4,18
08/04/2020 11:00,4,7,4,4,5,3,18
08/04/2020 09:25,3,7,3,4,4,4,18
08/04/2020 08:55,2,7,4,4,5,4,18
08/04/2020 11:30,3,7,3,0,4,4,18
08/04/2020 09:15,3,8,4,4,5,4,18
08/04/2020 09:10,3,7,3,4,6,4,18
08/04/2020 10:20,3,7,4,4,5,4,18
08/04/2020 09:55,4,6,4,4,4,5,18
08/04/2020 08:55,2,7,5,4,5,5,18
08/04/2020 12:10,3,8,4,4,5,4,18
08/04/2020 09:25,3,6,5,4,5,4,18
08/04/2020 09:45,4,9,4,4,4,4,18
08/04/2020 09:25,2,7,4,4,4,4,18
08/04/2020 11:10,4,8,4,4,5,5,18
08/04/2020 09:40,3,8,4,4,4,3,18
08/04/2020 09:10,3,7,4,4,5,4,18
08/04/2020 12:45,4,7,5,4,4,3,18
08/04/2020 11:20,3,6,4,4,5,3,18
08/04/2020 12:10,4,7,4,4,5,5,18
08/04/2020 10:00,3,8,4,4,4,4,18
08/04/2020 12:50,3,7,4,4,4,4,18
08/04/2020 09:20,4,7,4,4,6,3,18
08/04/2020 09:45,3,8,4,4,5,4,18
08/04/2020 11:00,3,8,4,4,5,4,18
08/04/2020 09:05,2,8,4,4,5,5,18
08/04/2020 10:00,4,6,4,4,5,4,18
08/04/2020 09:55,3,7,3,4,6,3,18
08/04/2020 08:55,3,7,4,4,6,4,18
08/04/2020 10:10,3,7,3,4,5,6,18
